Tanggal,Temperatur minimum (°C),Temperatur maksimum (°C),Temperatur rata-rata (°C),Kelembapan rata-rata (%),Curah hujan (mm),Lamanya penyinaran matahari (jam),Kecepatan angin maksimum (m/s),Kecepatan angin rata-rata (m/s),Label,season_Musim Hujan
2017-01-29,23.0,28.2,24.5,90.0,12.7,0.0,6.0,2.0,0,1
2017-01-30,22.0,29.8,25.2,85.0,13.3,0.2,7.0,2.0,0,1
2017-01-31,23.0,28.2,25.1,88.0,1.5,1.9,6.0,1.0,0,1
2017-02-01,22.0,28.0,23.8,88.0,27.0,0.9,8.0,2.0,0,1
2017-02-02,23.0,28.3,24.9,83.0,5.0,0.6,10.0,2.0,0,1
2017-02-03,23.0,26.6,24.2,88.0,12.5,0.0,6.0,1.0,0,1
2017-02-04,22.0,29.4,24.4,89.0,21.3,0.0,7.0,2.0,0,1
2017-02-05,23.0,31.2,25.8,83.0,8.5,0.4,12.0,4.0,0,1
2017-02-06,23.0,31.0,25.5,82.0,1.1,7.0,10.0,3.0,0,1
2017-02-07,23.0,30.2,25.3,83.0,1.7,4.9,11.0,5.0,0,1
2017-02-08,24.0,28.8,25.7,82.0,8.0,3.6,10.0,4.0,0,1
2017-02-09,23.0,26.8,24.0,86.0,13.5,0.5,9.0,3.0,0,1
2017-02-10,23.0,26.8,24.5,88.0,31.5,0.0,6.0,2.0,0,1
2017-02-11,22.0,28.6,23.8,95.0,16.1,0.0,7.0,1.0,0,1
2017-02-12,23.0,27.8,24.8,91.0,31.3,0.0,4.0,1.0,0,1
2017-02-13,23.0,28.6,25.1,93.0,4.7,0.0,4.0,1.0,0,1
2017-02-14,23.0,29.2,25.2,88.0,10.0,1.7,6.0,1.0,0,1
2017-02-15,22.0,29.6,24.8,90.0,30.5,1.2,4.0,1.0,0,1
2017-02-16,23.0,29.2,24.7,89.0,36.6,3.2,8.0,1.0,0,1
2017-02-17,23.0,30.2,25.9,85.0,8.9,2.6,6.0,2.0,0,1
2017-02-18,23.0,29.2,25.5,88.0,5.8,4.2,3.0,0.0,0,1
2017-02-19,23.0,28.6,24.7,94.0,16.05,0.0,6.0,0.0,0,1
2017-02-20,24.0,27.4,24.6,94.0,26.3,0.0,3.0,0.0,0,1
2017-02-21,22.0,30.2,24.4,91.0,75.0,0.0,3.0,0.0,0,1
2017-02-22,22.0,32.4,25.6,87.0,18.0,0.8,9.0,1.0,0,1
2017-02-23,22.0,32.4,25.3,88.0,11.9,7.1,8.0,1.0,0,1
2017-02-24,23.0,30.8,25.1,91.0,33.0,4.85,6.0,1.0,0,1
2017-02-25,23.0,31.4,25.4,86.0,8.5,2.6,8.0,1.0,0,1
2017-02-26,22.0,32.0,25.4,87.0,12.0,4.6,4.0,1.0,0,1
2017-02-27,22.0,31.6,25.3,90.0,40.0,6.2,6.0,1.0,1,1
2017-02-28,23.0,31.2,25.4,88.0,27.8,7.1,8.0,1.0,0,1
2017-03-01,24.0,31.4,25.7,89.0,4.3,2.6,13.0,1.0,0,1
2017-03-02,22.0,31.8,25.7,85.0,6.2,5.5,7.0,2.0,0,1
2017-03-03,24.0,32.0,26.0,86.0,0.4,6.5,3.0,1.0,0,1
2017-03-04,23.0,31.8,25.6,89.0,13.7,4.2,4.0,1.0,0,1
2017-03-05,23.5,31.5,25.8,87.5,10.25,5.0,4.5,1.5,0,1
2017-03-06,24.0,31.2,26.0,86.0,6.8,5.8,5.0,2.0,0,1
2017-03-07,23.0,31.0,25.0,91.0,6.1,5.6,6.0,2.0,0,1
2017-03-08,23.0,31.6,26.3,84.0,44.2,3.9,6.0,2.0,0,1
2017-03-09,22.0,33.2,25.3,86.0,11.5,3.6,10.0,1.0,0,1
2017-03-10,23.0,31.4,25.7,87.0,0.8,7.4,8.0,1.0,0,1
2017-03-11,22.0,31.5,25.3,83.0,7.4,3.6,11.0,2.0,0,1
2017-03-12,23.0,31.8,25.5,84.0,1.8,7.2,6.0,2.0,0,1
2017-03-13,22.0,34.0,27.2,76.0,1.9,5.0,7.0,1.0,0,1
2017-03-14,24.0,31.6,27.2,77.0,6.125,8.3,7.0,2.0,0,1
2017-03-15,24.0,31.4,26.2,80.0,10.35,2.4,6.0,1.0,0,1
2017-03-16,23.0,33.0,26.5,81.0,14.575,3.4,7.0,2.0,0,1
2017-03-17,23.0,32.8,25.8,85.0,18.8,8.8,6.0,1.0,0,1
2017-03-18,22.0,28.2,25.1,92.0,2.2,7.7,6.0,1.0,0,1
2017-03-19,23.0,31.5,25.4,86.0,16.1,0.0,12.0,2.0,0,1
2017-03-20,23.0,29.4,25.3,86.0,11.6,0.9,12.0,3.0,0,1
2017-03-21,23.0,30.6,26.3,83.0,2.4,1.1,6.0,1.0,0,1
2017-03-22,22.0,29.2,25.7,91.0,29.1,5.9,7.0,2.0,0,1
2017-03-23,23.0,28.4,25.2,91.0,6.8,0.8,3.0,0.0,0,1
2017-03-24,23.0,32.2,26.2,82.0,0.4,0.0,9.0,2.0,0,1
2017-03-25,24.0,30.6,26.4,88.0,6.333333333333334,7.8,4.0,1.0,0,1
2017-03-26,24.0,32.0,24.9,91.0,12.26666666666667,2.3,7.0,1.0,0,1
2017-03-27,22.0,31.2,25.4,86.0,18.2,2.4,7.0,2.0,0,1
2017-03-28,23.0,33.2,25.5,84.0,26.75,5.6,4.0,1.0,1,1
2017-03-29,20.0,30.4,25.53333333333333,85.66666666666667,35.3,6.8,3.0,1.0,1,1
2017-03-30,21.5,31.2,25.56666666666667,87.33333333333333,29.75,5.75,3.0,1.5,0,1
2017-03-31,23.0,32.0,25.6,89.0,24.2,4.7,3.0,2.0,0,1
2017-04-01,23.0,31.7,25.9,86.0,13.9,0.9,5.0,1.0,0,0
2017-04-02,23.0,31.4,26.3,87.0,3.6,4.7,4.0,1.0,0,0
2017-04-03,24.0,30.2,25.8,89.0,1.2,3.95,6.0,2.0,0,0
2017-04-04,23.0,31.6,25.75,88.5,1.8,3.2,2.0,0.0,0,0
2017-04-05,23.0,31.0,25.7,88.0,1.6,6.3,3.0,0.0,0,0
2017-04-06,23.0,30.55,25.6,89.0,13.5,3.8,2.0,0.0,0,0
2017-04-07,23.0,30.1,26.1,86.0,10.1,3.1,2.0,2.0,0,0
2017-04-08,24.0,29.4,25.9,82.0,0.2,0.0,8.0,4.0,0,0
2017-04-09,23.0,32.0,26.1,83.0,3.433333333333334,1.0,3.0,2.0,0,0
2017-04-10,23.0,32.1,25.8,84.0,6.666666666666668,2.066666666666666,8.0,1.0,1,0
2017-04-11,23.33333333333333,32.2,26.3,88.0,9.9,3.133333333333333,13.0,3.0,0,0
2017-04-12,23.66666666666667,31.4,26.3,84.0,50.3,4.2,4.0,2.0,0,0
2017-04-13,24.0,31.0,26.9,83.0,1.0,2.8,5.0,1.0,0,0
2017-04-14,24.0,30.8,26.4,88.0,3.0,4.7,6.0,1.0,0,0
2017-04-15,24.0,32.2,25.9,88.0,4.0,4.4,5.0,1.0,0,0
2017-04-16,23.0,30.6,25.7,87.0,12.2,5.5,3.0,2.0,0,0
2017-04-17,23.0,32.8,26.6,81.0,16.4,1.7,3.0,2.0,0,0
2017-04-18,24.0,32.8,27.1,82.0,8.75,9.0,11.0,4.0,0,0
2017-04-19,23.0,32.5,25.9,85.0,1.1,8.1,6.0,1.0,0,0
2017-04-20,23.33333333333333,32.2,26.0,86.0,50.0,6.6,6.0,1.0,0,0
2017-04-21,23.66666666666667,31.9,27.1,84.0,29.65,8.6,5.0,1.0,0,0
2017-04-22,24.0,31.6,25.3,92.0,9.3,4.1,6.0,1.0,0,0
2017-04-23,24.0,31.9,25.6,87.0,28.2,4.1,6.0,1.0,0,0
2017-04-24,24.0,32.2,26.2,86.0,2.8,4.4,3.0,1.0,0,0
2017-04-25,23.0,32.6,26.6,83.0,0.0,6.9,5.0,2.0,0,0
2017-04-26,24.0,32.0,26.1,83.0,1.1,9.1,5.0,2.0,0,0
2017-04-27,23.0,31.6,25.8,86.0,2.2,2.2,8.0,1.0,0,0
2017-04-28,22.0,31.2,25.7,84.0,27.1,4.6,8.0,1.0,0,0
2017-04-29,22.0,32.2,26.6,79.0,34.4,6.6,4.0,1.0,0,0
2017-04-30,23.0,32.7,26.7,81.0,38.96666666666667,7.3,8.0,2.0,0,0
2017-05-01,23.0,33.2,25.8,84.0,43.53333333333333,8.4,6.0,2.0,1,0
2017-05-02,23.0,33.23333333333333,25.7,85.5,48.1,8.3,11.0,1.0,0,0
2017-05-03,23.0,33.26666666666667,26.6,87.0,24.95,5.75,12.0,1.0,0,0
2017-05-04,23.0,33.3,25.7,86.0,1.8,3.2,4.0,1.0,0,0
2017-05-05,23.0,31.0,24.7,89.0,11.4,7.4,5.0,2.0,0,0
2017-05-06,23.0,31.4,25.6,88.0,10.3,4.1,5.0,1.0,0,0
2017-05-07,23.0,31.2,25.3,88.0,17.1,6.7,6.0,2.0,0,0
2017-05-08,23.0,31.2,24.8,88.0,1.3,2.6,8.0,1.0,0,0
2017-05-09,23.5,31.8,27.3,82.0,13.9,3.85,3.0,0.0,0,0
2017-05-10,24.0,29.8,25.2,93.0,26.5,5.1,3.0,0.0,0,0
2017-05-11,22.0,30.4,25.6,84.0,0.0,0.0,5.0,2.0,0,0
2017-05-12,23.0,32.0,25.8,87.0,0.5,2.4,3.0,1.0,0,0
2017-05-13,23.0,33.1,27.4,80.0,0.3,7.8,8.0,3.0,0,0
2017-05-14,25.0,32.6,26.6,84.0,2.8,8.2,8.0,2.0,0,0
2017-05-15,24.0,33.2,27.5,77.0,43.7,7.1,2.0,0.0,0,0
2017-05-16,24.0,33.2,27.4,83.0,32.90000000000001,7.9,5.0,2.0,0,0
2017-05-17,24.0,33.0,27.7,83.0,22.1,7.6,4.0,1.0,0,0
2017-05-18,24.0,33.1,27.0,82.0,11.3,6.8,3.0,1.0,0,0
2017-05-19,24.0,33.3,27.4,83.0,0.5,7.1,8.0,3.0,0,0
2017-05-20,24.0,32.4,26.9,85.0,3.3,8.9,5.0,1.0,0,0
2017-05-21,25.0,32.59999999999999,27.7,76.0,1.1,8.9,5.0,1.0,1,0
2017-05-22,24.0,32.8,27.4,82.0,11.6,7.1,5.0,1.0,0,0
2017-05-23,23.0,33.0,27.1,79.0,0.7,8.5,5.0,1.0,0,0
2017-05-24,24.0,34.3,26.9,85.0,18.85,8.7,5.0,1.0,0,0
2017-05-25,23.0,32.6,26.9,80.0,37.0,5.9,6.0,2.0,0,0
2017-05-26,22.0,33.8,26.6,80.0,35.1,7.7,6.0,1.0,0,0
2017-05-27,25.0,33.0,27.8,81.0,33.2,9.0,3.0,1.0,0,0
2017-05-28,24.0,32.5,25.8,89.0,31.3,3.4,6.0,3.0,0,0
2017-05-29,24.0,29.2,25.9,90.0,29.4,1.6,4.0,1.0,0,0
2017-05-30,23.0,31.2,26.4,86.0,1.0,0.0,4.0,1.0,0,0
2017-05-31,24.0,32.6,26.7,83.0,1.1,3.1,9.0,2.0,0,0
2017-06-01,23.0,31.2,26.4,81.0,1.2,4.9,5.0,1.0,1,0
2017-06-02,23.5,30.2,26.5,84.0,0.5,2.4,2.0,1.0,0,0
2017-06-03,24.0,32.2,26.2,87.0,19.5,0.8,4.0,1.0,1,0
2017-06-04,23.0,32.5,26.2,86.0,38.5,7.5,8.0,3.0,0,0
2017-06-05,23.0,32.2,27.3,82.0,9.7,8.1,4.0,1.0,1,0
2017-06-06,23.0,32.6,26.7,82.0,10.8,8.7,5.0,1.0,0,0
2017-06-07,25.0,32.0,27.4,80.0,8.625,7.9,4.0,1.0,0,0
2017-06-08,23.0,32.2,26.7,77.0,6.45,8.7,6.0,2.0,0,0
2017-06-09,22.0,32.6,26.6,80.0,4.275,10.2,5.0,1.0,0,0
2017-06-10,23.0,33.0,26.6,85.0,2.1,10.1,5.0,2.0,0,0
2017-06-11,24.0,31.6,26.2,87.0,1.8,7.5,5.0,2.0,0,0
2017-06-12,23.5,32.8,26.6,82.0,9.0,6.1,2.0,0.0,0,0
2017-06-13,23.0,32.6,26.7,83.0,0.2,4.7,5.0,2.0,0,0
2017-06-14,23.0,31.0,26.7,85.0,4.0,4.0,3.0,1.0,0,0
2017-06-15,23.0,32.2,26.5,85.0,51.2,5.3,3.0,1.0,0,0
2017-06-16,23.0,32.0,27.1,81.0,46.2,5.2,4.0,1.0,0,0
2017-06-17,23.0,32.8,27.0,82.0,41.2,7.2,13.0,4.0,0,0
2017-06-18,21.0,32.2,25.6,85.0,36.2,8.7,9.0,2.0,0,0
2017-06-19,22.0,32.2,25.8,81.0,50.8,8.1,6.0,1.0,0,0
2017-06-20,23.0,31.6,26.7,78.0,1.5,7.6,3.0,0.0,0,0
2017-06-21,22.0,30.55,26.0,78.0,1.8,7.9,3.0,1.0,0,0
2017-06-22,24.0,29.5,26.2,84.0,2.1,6.0,4.0,2.0,0,0
2017-06-23,24.0,29.45,26.1,85.0,2.4,1.0,4.0,1.0,0,0
2017-06-24,24.0,29.4,25.6,85.0,2.7,1.6,6.0,1.0,0,0
2017-06-25,23.0,32.6,26.6,80.0,3.0,0.0,8.0,3.0,0,0
2017-06-26,23.0,30.2,25.0,91.0,3.3,8.7,6.0,3.0,0,0
2017-06-27,23.0,32.0,25.6,86.0,51.2,4.4,6.0,1.0,0,0
2017-06-28,23.0,32.4,25.5,85.0,30.6,5.4,4.0,2.0,0,0
2017-06-29,22.0,32.4,25.3,87.0,10.0,7.9,8.0,2.0,1,0
2017-06-30,23.0,30.5,24.8,88.0,117.6,8.3,9.0,3.0,1,0
2017-07-01,20.0,31.2,24.9,77.0,8.6,4.2,5.0,1.0,0,0
2017-07-02,21.5,32.2,26.9,80.0,0.5,2.4,6.0,2.0,0,0
2017-07-03,23.0,32.3,27.0,80.5,10.6,5.75,3.0,1.0,0,0
2017-07-04,23.0,32.4,27.1,81.0,20.7,9.1,3.0,2.0,0,0
2017-07-05,24.0,33.0,26.6,80.0,0.0,8.9,4.0,2.0,0,0
2017-07-06,22.0,31.2,26.1,79.0,6.6,7.0,4.0,0.0,0,0
2017-07-07,23.0,32.2,25.8,83.0,4.566666666666666,5.1,6.0,2.0,0,0
2017-07-08,22.0,32.8,26.5,82.0,2.533333333333333,6.6,2.0,0.0,0,0
2017-07-09,23.0,32.2,26.7,79.0,0.5,6.7,5.0,1.0,1,0
2017-07-10,23.0,31.2,26.2,85.0,74.1,8.2,3.0,2.0,0,0
2017-07-11,23.0,31.7,25.8,82.0,1.6,5.9,5.0,1.0,0,0
2017-07-12,23.0,31.6,26.0,82.0,0.5,7.4,5.0,1.0,0,0
2017-07-13,23.0,31.4,26.4,81.0,2.3,6.3,2.0,1.0,0,0
2017-07-14,23.0,30.6,26.0,81.0,4.1,3.9,4.0,1.0,0,0
2017-07-15,23.0,30.4,26.0,81.0,3.233333333333333,2.4,2.0,0.0,0,0
2017-07-16,22.0,31.0,25.4,84.0,2.366666666666666,0.5,6.0,2.0,0,0
2017-07-17,21.0,32.0,25.3,72.0,1.5,4.4,3.0,2.0,0,0
2017-07-18,23.0,30.6,25.6,82.0,1.833333333333333,7.8,3.0,1.0,0,0
2017-07-19,23.0,32.4,26.3,80.0,2.166666666666667,2.2,5.0,1.0,0,0
2017-07-20,23.0,32.34999999999999,25.7,85.0,2.5,8.6,5.0,1.0,0,0
2017-07-21,23.0,32.3,26.2,83.0,5.6,6.1,5.0,1.0,0,0
2017-07-22,23.0,32.4,25.6,87.0,30.4,7.3,5.0,2.0,0,0
2017-07-23,23.0,31.1,26.0,87.0,65.8,8.0,4.0,1.0,0,0
2017-07-24,24.0,31.8,26.2,83.0,0.3,4.3,8.0,2.0,0,0
2017-07-25,22.0,31.6,26.2,78.0,12.5,8.3,9.0,2.0,0,0
2017-07-26,22.0,32.0,26.5,73.0,22.13333333333333,8.9,2.0,0.0,0,0
2017-07-27,22.0,32.0,25.1,82.0,31.76666666666667,9.4,6.0,1.0,0,0
2017-07-28,22.0,32.0,25.6,86.0,41.4,4.8,10.0,4.0,0,0
2017-07-29,22.0,31.0,25.6,89.0,77.3,6.0,5.0,1.0,0,0
2017-07-30,22.0,31.7,25.0,89.0,18.1,5.1,13.0,2.0,0,0
2017-07-31,23.0,32.8,26.6,83.0,29.3,8.3,3.0,1.0,0,0
2017-08-01,21.0,32.0,25.6,73.0,31.37777777777778,9.1,5.0,1.0,0,0
2017-08-02,20.0,32.0,25.4,73.0,33.45555555555556,9.7,4.0,1.0,0,0
2017-08-03,21.0,32.0,25.9,74.0,35.53333333333333,8.3,5.0,3.0,0,0
2017-08-04,22.0,32.0,25.7,72.0,37.61111111111111,9.7,4.0,1.0,0,0
2017-08-05,21.0,32.6,25.9,76.0,39.68888888888889,8.7,4.0,1.0,0,0
2017-08-06,23.0,32.6,26.6,75.0,41.76666666666667,9.8,8.0,4.0,0,0
2017-08-07,24.0,32.6,27.0,79.0,43.84444444444444,8.4,5.0,1.0,0,0
2017-08-08,23.0,32.6,24.6,83.0,45.92222222222222,8.3,8.0,1.0,0,0
2017-08-09,19.0,32.0,25.8,80.0,48.0,8.2,4.0,1.0,0,0
2017-08-10,22.0,31.7,26.0,85.0,70.0,7.0,5.0,1.0,1,0
2017-08-11,23.0,32.0,25.5,84.0,41.85,7.3,4.0,1.0,0,0
2017-08-12,24.0,32.0,27.1,84.0,13.7,7.5,8.0,2.0,0,0
2017-08-13,24.0,31.2,26.1,84.0,2.8,4.7,8.0,1.0,0,0
2017-08-14,24.0,31.8,26.2,83.0,0.8,5.8,3.0,1.0,0,0
2017-08-15,22.0,32.1,25.9,80.0,0.4,5.4,5.0,2.0,0,0
2017-08-16,22.0,32.0,25.5,69.0,3.273333333333333,7.7,4.0,1.0,0,0
2017-08-17,22.5,31.6,26.4,75.0,6.146666666666667,6.566666666666666,6.0,2.0,0,0
2017-08-18,23.0,32.6,26.7,76.0,9.020000000000001,5.433333333333334,4.0,1.0,0,0
2017-08-19,24.0,32.8,27.6,73.0,11.89333333333333,4.3,6.0,1.0,0,0
2017-08-20,24.0,32.6,27.0,79.0,14.76666666666667,8.3,4.0,1.0,0,0
2017-08-21,23.0,33.2,27.0,77.0,17.64,3.6,5.0,1.0,0,0
2017-08-22,23.0,32.2,26.5,75.0,20.51333333333333,5.85,4.0,1.0,0,0
2017-08-23,22.0,32.5,26.0,74.0,23.38666666666667,8.1,9.0,2.0,0,0
2017-08-24,22.0,34.0,26.7,73.0,26.26,6.2,8.0,2.0,0,0
2017-08-25,23.0,32.0,27.0,72.0,29.13333333333333,8.7,8.0,1.0,0,0
2017-08-26,23.0,33.5,27.2,67.0,32.00666666666667,9.3,6.0,2.0,0,0
2017-08-27,20.0,35.0,25.8,67.0,34.88,7.8,8.0,3.0,0,0
2017-08-28,21.0,32.2,26.0,72.0,37.75333333333334,10.5,5.0,1.0,0,0
2017-08-29,22.0,33.5,25.2,83.0,40.62666666666667,8.3,8.0,2.0,0,0
2017-08-30,21.0,32.6,25.8,82.0,43.5,5.7,4.0,2.0,0,0
2017-08-31,23.0,33.2,26.8,76.0,22.3,8.2,5.0,0.0,0,0
2017-09-01,22.0,33.0,26.4,73.0,1.1,7.2,4.0,1.0,0,0
2017-09-02,22.0,33.2,26.8,72.0,4.144444444444444,8.0,5.0,3.0,0,0
2017-09-03,22.0,33.4,26.5,74.0,7.188888888888888,8.4,5.0,1.0,0,0
2017-09-04,22.0,33.4,26.8,74.0,10.23333333333333,9.5,6.0,2.0,0,0
2017-09-05,24.0,33.475,26.8,73.75,13.27777777777778,7.9,5.0,2.0,0,0
2017-09-06,23.33333333333333,33.55,26.8,73.5,16.32222222222222,8.166666666666666,5.0,2.0,0,0
2017-09-07,22.66666666666667,33.625,26.8,73.25,19.36666666666667,8.433333333333334,5.0,2.0,0,0
2017-09-08,22.0,33.7,26.8,73.0,22.41111111111111,8.7,5.0,2.0,0,0
2017-09-09,23.0,34.8,26.7,78.0,25.45555555555556,8.7,6.0,1.0,0,0
2017-09-10,24.0,33.2,26.4,80.0,28.5,8.2,8.0,2.0,0,0
2017-09-11,23.0,33.4,26.6,79.0,0.2,9.3,7.0,4.0,0,0
2017-09-12,22.0,33.4,26.8,78.0,9.65,7.600000000000001,3.5,2.0,0,0
2017-09-13,21.0,33.4,27.0,77.0,19.1,5.9,0.0,0.0,0,0
2017-09-14,22.0,33.4,27.2,76.0,9.55,7.7,2.0,0.5,0,0
2017-09-15,23.0,33.4,27.4,75.0,0.0,9.5,4.0,1.0,0,0
2017-09-16,23.0,34.1,27.4,72.0,0.9,8.7,6.0,2.0,0,0
2017-09-17,23.0,33.74,27.12,72.2,1.8,8.1,6.0,3.0,0,0
2017-09-18,23.5,33.38,26.84,72.4,2.7,8.8,4.5,2.5,0,0
2017-09-19,24.0,33.02,26.56,72.6,3.6,9.5,3.0,2.0,0,0
2017-09-20,22.5,32.66,26.28,72.8,4.5,8.1,4.0,1.5,0,0
2017-09-21,21.0,32.3,26.0,73.0,5.4,6.7,5.0,1.0,0,0
2017-09-22,21.0,34.2,26.3,70.0,24.6,7.8,6.0,2.0,0,0
2017-09-23,21.5,33.65000000000001,26.28571428571428,72.28571428571429,43.8,8.2,3.0,1.0,0,0
2017-09-24,22.0,33.1,26.27142857142857,74.57142857142857,63.0,8.6,0.0,0.0,0,0
2017-09-25,22.0,32.55,26.25714285714286,76.85714285714286,17.9,2.1,3.0,1.0,0,0
2017-09-26,22.5,32.0,26.24285714285714,79.14285714285714,2.1,4.3,5.0,4.0,0,0
2017-09-27,23.0,27.0,26.22857142857143,81.42857142857143,11.1,5.0,4.0,1.0,0,0
2017-09-28,24.0,28.12,26.21428571428572,83.71428571428571,20.1,0.0,3.0,1.0,0,0
2017-09-29,23.0,29.24,26.2,86.0,18.33333333333334,7.4,5.0,2.0,0,0
2017-09-30,23.0,30.36,26.0,84.5,16.56666666666667,7.050000000000001,4.5,1.5,0,0
2017-10-01,23.0,31.48,25.8,83.0,14.8,6.7,4.0,1.0,0,1
2017-10-02,24.0,32.6,26.1,87.0,6.3,5.9,5.0,2.0,0,1
2017-10-03,23.0,31.8,25.5,88.0,76.9,5.5,4.0,1.0,0,1
2017-10-04,23.0,32.8,26.4,82.0,12.2,5.4,4.0,2.0,0,1
2017-10-05,23.0,33.4,27.3,78.0,18.675,7.4,4.0,1.0,0,1
2017-10-06,23.0,34.0,27.4,76.0,25.15,8.6,6.0,1.0,0,1
2017-10-07,23.0,33.2,26.0,79.0,31.625,8.8,4.0,1.0,0,1
2017-10-08,23.0,32.4,25.9,82.0,38.1,7.1,5.0,2.0,0,1
2017-10-09,23.0,30.8,25.8,85.0,1.0,6.5,5.0,2.0,0,1
2017-10-10,24.0,31.6,26.6,84.0,5.6,4.1,3.0,1.0,0,1
2017-10-11,24.0,32.6,27.3,80.0,6.4,1.9,4.0,1.0,0,1
2017-10-12,23.0,32.6,25.4,85.0,7.2,7.2,2.0,0.0,0,1
2017-10-13,23.5,32.6,25.7,81.0,8.4,2.5,5.0,1.0,0,1
2017-10-14,24.0,33.0,27.4,79.0,3.7,7.7,5.0,2.0,0,1
2017-10-15,23.0,33.4,27.3,74.0,2.1,6.2,5.0,1.0,0,1
2017-10-16,24.0,32.9,25.5,88.0,0.5,8.2,6.0,1.0,0,1
2017-10-17,24.0,32.4,26.9,79.0,2.7,3.4,0.0,0.0,0,1
2017-10-18,23.66666666666667,33.8,26.9,80.0,4.033333333333333,2.966666666666667,10.0,2.0,0,1
2017-10-19,23.33333333333333,33.15,26.3,83.5,5.366666666666667,2.533333333333333,7.5,2.0,0,1
2017-10-20,23.0,32.5,25.7,87.0,6.7,2.1,5.0,2.0,0,1
2017-10-21,24.0,33.8,28.0,79.0,56.6,6.8,3.0,1.0,0,1
2017-10-22,25.0,33.3,27.8,79.0,41.66666666666667,8.4,4.0,1.0,0,1
2017-10-23,24.0,34.1,26.4,81.0,26.73333333333334,6.0,11.0,2.0,0,1
2017-10-24,24.0,33.1,27.4,78.0,11.8,7.4,4.0,1.0,0,1
2017-10-25,24.0,32.8,27.1,80.0,10.1,8.4,6.0,3.0,0,1
2017-10-26,23.5,32.5,26.7,82.0,8.4,6.550000000000001,5.0,2.0,0,1
2017-10-27,23.0,32.2,26.3,84.0,6.7,4.7,4.0,1.0,0,1
2017-10-28,23.0,32.1,26.4,84.0,10.1,7.1,3.0,1.0,0,1
2017-10-29,24.0,31.2,25.8,88.0,19.3,4.5,5.0,2.0,0,1
2017-10-30,23.0,32.8,26.2,84.0,13.5,1.9,8.0,1.0,0,1
2017-10-31,23.0,33.3,26.6,80.0,17.68333333333333,4.65,6.0,1.0,0,1
2017-11-01,23.0,33.8,27.0,76.0,21.86666666666667,7.4,4.0,1.0,0,1
2017-11-02,23.0,32.8,27.4,79.0,26.05,8.9,5.0,1.0,0,1
2017-11-03,24.0,33.4,27.7,78.0,30.23333333333333,7.9,8.0,2.0,0,1
2017-11-04,25.0,32.3,26.5,84.0,34.41666666666667,7.1,3.0,1.0,0,1
2017-11-05,24.0,32.8,27.2,82.0,38.6,3.7,4.0,1.0,0,1
2017-11-06,24.0,33.6,27.4,79.0,21.8,5.800000000000001,6.0,2.0,0,1
2017-11-07,24.0,33.3,25.8,89.0,5.0,7.9,6.0,2.0,0,1
2017-11-08,23.0,33.0,26.9,80.0,0.2,1.5,5.0,2.0,0,1
2017-11-09,24.0,32.7,26.3,83.0,0.2,6.0,8.0,2.0,0,1
2017-11-10,23.0,33.0,26.0,82.0,18.4,5.0,4.0,1.0,0,1
2017-11-11,23.5,32.8,26.4,80.0,9.8,6.5,9.0,2.0,0,1
2017-11-12,24.0,32.55,26.4,84.0,6.0,6.2,4.0,1.0,0,1
2017-11-13,24.0,32.3,24.7,92.0,0.1,4.85,5.0,1.0,0,1
2017-11-14,23.0,30.8,25.9,82.0,4.8,3.5,6.0,1.0,0,1
2017-11-15,24.0,30.6,26.8,85.0,5.3,1.9,4.0,1.0,0,1
2017-11-16,24.0,35.1,25.1,91.0,14.25,1.7,5.0,1.0,1,1
2017-11-17,23.0,31.6,24.6,90.0,23.2,5.3,3.0,1.0,0,1
2017-11-18,24.0,31.6,25.5,88.0,2.0,4.699999999999999,5.0,1.0,0,1
2017-11-19,23.0,31.6,25.3,86.0,41.4,4.1,5.0,2.0,0,1
2017-11-20,23.0,33.6,27.4,77.0,0.2,0.3,5.0,2.0,0,1
2017-11-21,23.0,31.6,26.1,76.0,0.3,9.1,4.0,1.0,0,1
2017-11-22,24.0,31.8,25.8,87.0,0.4,0.7,3.0,1.0,0,1
2017-11-23,24.0,33.2,27.5,79.0,0.5,3.9,4.0,1.0,0,1
2017-11-24,23.0,33.8,27.6,72.0,4.45,7.3,5.0,1.0,0,1
2017-11-25,22.5,32.4,26.9,80.0,8.4,3.65,5.0,1.0,0,1
2017-11-26,22.0,31.0,25.2,89.0,12.35,0.0,5.0,1.0,0,1
2017-11-27,23.0,28.4,25.3,87.0,16.3,2.7,5.0,1.0,0,1
2017-11-28,23.0,28.2,25.1,84.0,29.7,2.6,8.0,1.0,0,1
2017-11-29,23.0,31.2,27.6,69.0,1.8,2.5,11.0,4.0,0,1
2017-11-30,24.0,28.1,24.4,89.0,3.3,2.4,6.0,3.0,0,1
2017-12-01,22.0,31.0,24.7,81.0,10.2,2.3,8.0,2.0,0,1
2017-12-02,23.0,30.8,26.1,79.0,7.649999999999999,2.2,5.0,1.0,0,1
2017-12-03,22.0,33.1,27.4,79.0,5.1,2.5,6.0,2.0,0,1
2017-12-04,23.0,33.2,26.9,80.0,2.55,8.8,5.0,2.0,0,1
2017-12-05,22.0,32.0,26.2,79.0,0.0,8.6,3.0,2.0,0,1
2017-12-06,22.0,33.6,27.1,74.0,0.4,6.0,4.0,2.0,0,1
2017-12-07,24.0,33.06666666666667,27.9,76.0,0.7999999999999999,8.3,5.0,2.0,0,1
